bid_id,tender_id,bidder_id,bid_price,is_winner,submission_time,ip_address
BID-0052,PWD-2024-004,23VCNHG8983K1Z6,106.81,False,2024-07-22 22:00:00,192.168.212.86
BID-0053,PWD-2024-004,23WVXWR4500B1ZI,102.6,False,2024-07-21 20:00:00,192.168.178.127
BID-0054,PWD-2024-005,23ZVBNA0568G1ZK,48.07,True,2024-04-28 00:10:00,10.25.142.11
BID-0055,PWD-2024-005,23VLDTF6790W1ZO,68.97,False,2024-04-28 00:09:00,10.25.142.11
BID-0056,PWD-2024-005,23QHLPJ9663G1ZA,62.15,False,2024-04-28 00:05:00,10.25.142.11
BID-0057,MPMKVV-2024-003,23AAJGN5926R1ZI,14.67,False,2024-05-03 16:00:00,192.168.40.167
BID-0058,MPMKVV-2024-003,23DPBPK1694A1ZD,15.69,False,2024-05-03 18:00:00,192.168.217.24
BID-0059,MPMKVV-2024-003,23YOMST4756B1ZO,14.84,False,2024-05-05 20:00:00,192.168.155.229
BID-0060,MPMKVV-2024-003,23ZPRWG6841A1ZG,15.91,False,2024-05-03 22:00:00,192.168.222.73
BID-0061,MPMKVV-2024-004,23NVWTT9120P1Z2,15.88,False,2024-11-30 10:00:00,192.168.253.104
BID-0062,MPMKVV-2024-004,23UVHRI5675V1Z0,19.66,False,2024-11-30 04:00:00,192.168.156.42
BID-0063,MPMKVV-2024-004,23PQVUP4756W1Z8,18.27,False,2024-11-30 06:00:00,192.168.75.253
BID-0064,MPMKVV-2024-004,23VGSNE8095M1ZF,19.84,False,2024-12-02 10:00:00,192.168.59.231
BID-0065,PHED-2024-003,23AEAKY2354M1Z9,90.61,False,2024-05-27 07:00:00,192.168.84.175
BID-0066,PHED-2024-003,23UBCUX2332M1Z1,76.38,False,2024-05-28 12:00:00,192.168.26.246
BID-0067,PHED-2024-003,23OCSGU1310K1ZF,76.42,False,2024-05-28 16:00:00,192.168.186.228
BID-0068,PHED-2024-003,23UGFIL7711I1ZP,87.81,False,2024-05-28 12:00:00,192.168.80.177
BID-0069,PHED-2024-003,23TQYOG5972U1Z0,74.69,False,2024-05-27 19:00:00,192.168.33.78
BID-0070,MPRDC-2024-002,23ZCWJE7990W1ZP,20.9,False,2024-10-30 20:00:00,192.168.190.41
BID-0071,MPRDC-2024-002,23MYIXR1872Q1ZG,20.41,False,2024-10-31 00:00:00,192.168.33.191
BID-0072,MPRDC-2024-002,23ZTZNV3767B1ZP,22.85,False,2024-10-29 12:00:00,192.168.83.85
BID-0073,MPRDC-2024-002,23EDGPB3686O1ZC,22.71,False,2024-10-30 15:00:00,192.168.232.129
BID-0074,MPRDC-2024-002,23BZQOL6948X1Z7,20.65,False,2024-10-28 02:00:00,192.168.133.27
BID-0075,UADD-2024-004,23TCLMZ6594F1ZS,21.17,False,2024-03-18 14:00:00,192.168.47.93
BID-0076,UADD-2024-004,23KXIAT8058M1Z5,18.96,False,2024-03-17 19:00:00,192.168.145.117
BID-0077,UADD-2024-004,23OIZNG5844X1ZI,22.99,False,2024-03-17 18:00:00,192.168.219.30
BID-0078,MPMKVV-2024-005,23UFNCT6024H1ZV,125.66,False,2025-01-02 22:00:00,192.168.103.160
BID-0079,MPMKVV-2024-005,23IPZHZ6101K1ZD,124.44,False,2025-01-01 19:00:00,192.168.248.188
BID-0080,MPMKVV-2024-005,23CQHGH2573Q1Z9,127.18,False,2025-01-01 01:00:00,192.168.244.38
BID-0081,MPMKVV-2024-006,23HBGGU8028G1ZG,2.58,False,2024-08-16 15:00:00,192.168.175.46
BID-0082,MPMKVV-2024-006,23JWRLZ1040W1Z5,2.38,False,2024-08-16 17:00:00,192.168.182.123
BID-0083,MPMKVV-2024-006,23DPBPK1694A1ZD,2.16,False,2024-08-16 22:00:00,192.168.73.157
BID-0084,MPMKVV-2024-006,23TLIXA9016M1Z7,2.76,False,2024-08-16 09:00:00,192.168.179.26
BID-0085,MPRDC-2024-003,23GPXVH1115O1ZZ,17.92,False,2024-12-17 12:00:00,192.168.144.176
BID-0086,MPRDC-2024-003,23AWAJM6803Y1Z1,20.87,False,2024-12-17 12:00:00,192.168.62.43
BID-0087,MPRDC-2024-003,23YBDQO6210O1Z2,19.13,False,2024-12-16 14:00:00,192.168.61.212
BID-0088,MPRDC-2024-003,23JMPNE1684V1Z7,17.83,False,2024-12-16 01:00:00,192.168.148.37
BID-0089,MPMKVV-2024-007,23UGFIL7711I1ZP,89.23,False,2025-01-14 13:00:00,192.168.197.240
BID-0090,MPMKVV-2024-007,23DMKQZ6487L1ZO,85.58,False,2025-01-12 21:00:00,192.168.37.2
BID-0091,MPMKVV-2024-007,23ZLJYV3387D1Z6,98.33,False,2025-01-12 22:00:00,192.168.185.186
BID-0092,MPMKVV-2024-007,23PDGDK6977A1ZU,104.18,False,2025-01-14 13:00:00,192.168.239.241
BID-0093,MPMKVV-2024-007,23BOOLD7858U1ZQ,87.12,False,2025-01-12 11:00:00,192.168.133.186
BID-0094,MPRDC-2024-004,23AKXKX6671W1ZA,91.95,False,2024-04-29 11:00:00,192.168.102.135
BID-0095,MPRDC-2024-004,23PQVUP4756W1Z8,94.64,False,2024-04-28 23:00:00,192.168.139.93
BID-0096,MPRDC-2024-004,23VGSNE8095M1ZF,91.4,False,2024-04-28 20:00:00,192.168.27.217
BID-0097,MPRDC-2024-004,23BIKZL7344R1ZI,97.91,False,2024-04-28 07:00:00,192.168.55.124
BID-0098,MPRDC-2024-004,23DLKZL8265Z1ZQ,84.82,False,2024-04-30 11:00:00,192.168.95.183
BID-0099,PWD-2024-006,23XFOHW5499H1Z1,1.92,False,2025-01-08 09:00:00,192.168.197.39
BID-0100,PWD-2024-006,23ZSIFI6672S1ZU,1.71,False,2025-01-09 00:00:00,192.168.43.6
BID-0101,PWD-2024-006,23BIKZL7344R1ZI,1.93,False,2025-01-09 17:00:00,192.168.195.211
BID-0102,MPRDC-2024-005,23QMFPN8128Q1ZA,85.39,False,2024-05-02 10:00:00,192.168.190.188
BID-0103,MPRDC-2024-005,23EBLNM7625H1ZH,101.27,False,2024-05-03 21:00:00,192.168.159.88
BID-0104,MPRDC-2024-005,23WMZEM2599N1ZC,106.34,False,2024-05-02 11:00:00,192.168.56.225
BID-0105,MPRDC-2024-005,23SXHFL2350K1Z1,83.71,False,2024-05-03 15:00:00,192.168.77.185
BID-0106,MPRDC-2024-005,23IHIGE8902M1ZJ,96.41,False,2024-05-02 14:00:00,192.168.181.193
BID-0107,WRD-2024-002,23CRTPI0249D1ZI,131.88,False,2024-03-14 15:00:00,192.168.83.218
BID-0108,WRD-2024-002,23NSTJD3153G1ZN,137.08,False,2024-03-15 17:00:00,192.168.29.149
BID-0109,WRD-2024-002,23TLIXA9016M1Z7,118.51,False,2024-03-15 17:00:00,192.168.17.16
BID-0110,WRD-2024-002,23BLYXJ5579P1Z7,140.41,False,2024-03-13 14:00:00,192.168.113.29
BID-0111,MPRDC-2024-006,23MYIXR1872Q1ZG,54.84,True,2024-11-06 00:01:00,10.25.142.11
BID-0112,MPRDC-2024-006,23EDKEB6539F1Z5,70.32,False,2024-11-06 00:07:00,10.25.142.11
BID-0113,MPRDC-2024-006,23VWFGP5519Z1ZF,77.6,False,2024-11-06 00:08:00,10.25.142.11
BID-0114,MPRDC-2024-006,23TXJLL7164M1Z4,70.93,False,2024-11-06 00:04:00,10.25.142.11
BID-0115,MPRDC-2024-007,23OWSUJ4394Z1Z0,12.82,False,2024-05-25 05:00:00,192.168.91.133
BID-0116,MPRDC-2024-007,23NZKGM9894E1ZZ,13.22,False,2024-05-23 12:00:00,192.168.44.125
BID-0117,MPRDC-2024-007,23UBCUX2332M1Z1,13.74,False,2024-05-24 00:00:00,192.168.30.178
BID-0118,MPRDC-2024-007,23DCSTR3394M1Z4,13.1,False,2024-05-23 05:00:00,192.168.179.229
BID-0119,MPRDC-2024-007,23YODLH6655U1ZD,13.55,False,2024-05-24 21:00:00,192.168.144.26
BID-0120,MPMKVV-2024-008,23KBRSS2056R1ZV,92.02,True,2025-01-06 00:06:00,10.25.142.11
BID-0121,MPMKVV-2024-008,23FEZMC0634J1ZE,127.11,False,2025-01-06 00:06:00,10.25.142.11
BID-0122,MPMKVV-2024-008,23MFIDL8751L1ZA,128.74,False,2025-01-06 00:08:00,10.25.142.11
BID-0123,WRD-2024-003,23DCSTR3394M1Z4,34.89,False,2024-02-07 07:00:00,192.168.150.121
BID-0124,WRD-2024-003,23QSNYW0468G1ZR,41.48,False,2024-02-08 04:00:00,192.168.74.138
BID-0125,WRD-2024-003,23DELMW4809B1Z1,36.51,False,2024-02-06 22:00:00,192.168.87.188
BID-0126,WRD-2024-003,23GPXVH1115O1ZZ,40.44,False,2024-02-07 23:00:00,192.168.223.249
BID-0127,WRD-2024-003,23WLYUO0809B1Z6,37.35,False,2024-02-06 22:00:00,192.168.15.30
BID-0128,PHED-2024-004,23DPBPK1694A1ZD,99.37,False,2024-07-10 09:00:00,192.168.87.23
BID-0129,PHED-2024-004,23CMJNX5629T1ZT,91.93,False,2024-07-10 04:00:00,192.168.154.117
BID-0130,PHED-2024-004,23ZREBD1411C1Z8,113.2,False,2024-07-10 08:00:00,192.168.232.132
BID-0131,PHED-2024-004,23AWAJM6803Y1Z1,96.61,False,2024-07-08 17:00:00,192.168.92.48
BID-0132,PHED-2024-005,23SIJXL7013Y1ZB,92.58,False,2024-01-18 22:00:00,192.168.104.243
BID-0133,PHED-2024-005,23NSTJD3153G1ZN,86.04,False,2024-01-17 04:00:00,192.168.152.20
BID-0134,PHED-2024-005,23CUHHN2876E1ZZ,88.15,False,2024-01-16 18:00:00,192.168.35.106
BID-0135,WRD-2024-004,23BBQLU3267E1ZO,31.28,True,2024-03-18 00:02:00,10.25.142.11
BID-0136,WRD-2024-004,23QJJWB6121F1ZZ,40.29,False,2024-03-18 00:05:00,10.25.142.11
BID-0137,WRD-2024-004,23DPFSE2203S1ZD,39.79,False,2024-03-18 00:07:00,10.25.142.11
BID-0138,WRD-2024-004,23HBGGU8028G1ZG,41.13,False,2024-03-18 00:10:00,10.25.142.11
BID-0139,WRD-2024-005,23QCZVM6579O1ZX,58.38,False,2024-05-09 00:00:00,192.168.56.164
BID-0140,WRD-2024-005,23BLYXJ5579P1Z7,52.52,False,2024-05-09 15:00:00,192.168.228.220
BID-0141,WRD-2024-005,23SEVXN5779D1Z8,54.26,False,2024-05-10 06:00:00,192.168.181.136
BID-0142,WRD-2024-005,23QSNYW0468G1ZR,66.1,False,2024-05-10 19:00:00,192.168.222.204
BID-0143,PWD-2024-007,23CKOCB8340D1ZC,5.19,False,2024-12-26 12:00:00,192.168.197.19
BID-0144,PWD-2024-007,23WLNNI9014T1ZH,5.82,False,2024-12-25 13:00:00,192.168.100.45
BID-0145,PWD-2024-007,23SXHFL2350K1Z1,5.18,False,2024-12-25 23:00:00,192.168.152.244
BID-0146,PHED-2024-006,23RJEJH8237Q1ZK,39.24,False,2024-03-22 20:00:00,192.168.162.6
BID-0147,PHED-2024-006,23YODLH6655U1ZD,40.1,False,2024-03-22 01:00:00,192.168.14.198
BID-0148,PHED-2024-006,23MNCFK7864A1Z7,36.7,False,2024-03-23 01:00:00,192.168.179.135
BID-0149,MPMKVV-2024-009,23DJSGD1380D1ZC,16.62,False,2024-10-09 19:00:00,192.168.151.250
BID-0150,MPMKVV-2024-009,23ZXMIR7280G1ZJ,19.06,False,2024-10-07 22:00:00,192.168.25.211
BID-0151,MPMKVV-2024-009,23ZLJYV3387D1Z6,17.65,False,2024-10-08 21:00:00,192.168.43.24
BID-0152,MPMKVV-2024-009,23CEALF1601Y1Z0,16.41,False,2024-10-08 15:00:00,192.168.244.106
BID-0153,PWD-2024-008,23DPUEI9765O1ZM,20.31,True,2024-06-08 00:09:00,10.25.142.11
BID-0154,PWD-2024-008,23CEHHL0971P1ZX,29.55,False,2024-06-08 00:03:00,10.25.142.11
BID-0155,PWD-2024-008,23ZBQUR9427Z1Z2,28.52,False,2024-06-08 00:09:00,10.25.142.11
BID-0156,WRD-2024-006,23NVWTT9120P1Z2,85.1,False,2024-10-27 07:00:00,192.168.130.36
BID-0157,WRD-2024-006,23FEZMC0634J1ZE,100.21,False,2024-10-27 20:00:00,192.168.26.131
BID-0158,WRD-2024-006,23UGFIL7711I1ZP,98.15,False,2024-10-26 15:00:00,192.168.176.119
BID-0159,WRD-2024-006,23DEURP0041Y1ZO,105.97,False,2024-10-27 18:00:00,192.168.240.56
BID-0160,WRD-2024-006,23VDMQA0851M1ZD,88.94,False,2024-10-28 00:00:00,192.168.152.103
BID-0161,MPRDC-2024-008,23BOIOS7906H1Z4,111.94,True,2024-12-10 00:10:00,10.25.142.11
BID-0162,MPRDC-2024-008,23AKXKX6671W1ZA,141.84,False,2024-12-10 00:01:00,10.25.142.11
BID-0163,MPRDC-2024-008,23MBJFK4731U1ZB,159.6,False,2024-12-10 00:05:00,10.25.142.11
BID-0164,MPRDC-2024-008,23VLDTF6790W1ZO,150.49,False,2024-12-10 00:08:00,10.25.142.11
BID-0165,PWD-2024-009,23EWRRN7390V1ZU,84.06,True,2024-05-16 00:03:00,10.25.142.11
BID-0166,PWD-2024-009,23IZOLU2839H1ZB,106.09,False,2024-05-16 00:06:00,10.25.142.11
BID-0167,PWD-2024-009,23DCSTR3394M1Z4,119.33,False,2024-05-16 00:05:00,10.25.142.11
BID-0168,PWD-2024-009,23QBESS8123P1Z5,116.78,False,2024-05-16 00:01:00,10.25.142.11
BID-0169,UADD-2024-005,23GVGCR8316C1Z8,97.58,False,2024-07-14 12:00:00,192.168.178.109
BID-0170,UADD-2024-005,23ZPRWG6841A1ZG,99.54,False,2024-07-13 03:00:00,192.168.1.93
BID-0171,UADD-2024-005,23YJUGO1551J1ZE,111.99,False,2024-07-13 03:00:00,192.168.227.192
BID-0172,WRD-2024-007,23GPXVH1115O1ZZ,74.99,True,2024-04-12 00:05:00,10.25.142.11
BID-0173,WRD-2024-007,23TYPZX5019M1ZN,103.1,False,2024-04-12 00:06:00,10.25.142.11
BID-0174,WRD-2024-007,23DIFZZ3240B1ZP,98.67,False,2024-04-12 00:09:00,10.25.142.11
BID-0175,WRD-2024-007,23MVFJR6186R1Z3,95.11,False,2024-04-12 00:06:00,10.25.142.11
BID-0176,UADD-2024-006,23QSNYW0468G1ZR,34.45,True,2024-12-26 00:02:00,10.25.142.11
BID-0177,UADD-2024-006,23AJCKM7208R1ZS,47.33,False,2024-12-26 00:03:00,10.25.142.11
BID-0178,UADD-2024-006,23RGDHF6029E1ZE,48.79,False,2024-12-26 00:03:00,10.25.142.11
BID-0179,UADD-2024-006,23ZIAOF2808I1ZM,44.52,False,2024-12-26 00:03:00,10.25.142.11
BID-0180,UADD-2024-006,23RHYIJ8596E1ZX,49.23,False,2024-12-26 00:03:00,10.25.142.11
BID-0181,PHED-2024-007,23ZEKND1081E1ZD,86.17,False,2024-11-04 21:00:00,192.168.59.253
BID-0182,PHED-2024-007,23ZCWJE7990W1ZP,80.31,False,2024-11-05 21:00:00,192.168.229.162
BID-0183,PHED-2024-007,23NCVXB0227Y1ZE,90.23,False,2024-11-05 10:00:00,192.168.192.192
BID-0184,PHED-2024-007,23PDSUB6865K1ZW,77.21,False,2024-11-03 14:00:00,192.168.148.233
BID-0185,PHED-2024-007,23DJSGD1380D1ZC,97.13,False,2024-11-03 13:00:00,192.168.214.253
BID-0186,UADD-2024-007,23CKOCB8340D1ZC,65.56,False,2024-08-19 11:00:00,192.168.130.182
BID-0187,UADD-2024-007,23QJJWB6121F1ZZ,67.65,False,2024-08-21 14:00:00,192.168.157.195
BID-0188,UADD-2024-007,23DJSGD1380D1ZC,58.96,False,2024-08-21 02:00:00,192.168.131.134
BID-0189,WRD-2024-008,23MXQDI2933R1Z9,106.32,False,2024-11-23 04:00:00,192.168.125.220
BID-0190,WRD-2024-008,23DPFSE2203S1ZD,92.48,False,2024-11-24 22:00:00,192.168.106.244
BID-0191,WRD-2024-008,23OIZNG5844X1ZI,97.14,False,2024-11-25 00:00:00,192.168.145.177
BID-0192,WRD-2024-008,23CZCTB9765K1ZV,98.63,False,2024-11-23 03:00:00,192.168.231.200
BID-0193,WRD-2024-008,23DELMW4809B1Z1,116.11,False,2024-11-25 11:00:00,192.168.136.255
BID-0194,PHED-2024-008,23DPBPK1694A1ZD,66.24,False,2024-04-09 21:00:00,192.168.106.184
BID-0195,PHED-2024-008,23BOOLD7858U1ZQ,62.13,False,2024-04-09 08:00:00,192.168.215.236
BID-0196,PHED-2024-008,23MXQDI2933R1Z9,65.11,False,2024-04-10 10:00:00,192.168.141.67
BID-0197,PHED-2024-008,23LXBQY7227X1Z8,65.21,False,2024-04-08 17:00:00,192.168.102.8
BID-0198,PHED-2024-008,23ZPRWG6841A1ZG,68.76,False,2024-04-08 14:00:00,192.168.98.6
BID-0199,MPMKVV-2024-010,23XMACR1031L1ZC,41.68,False,2024-04-14 17:00:00,192.168.159.86
BID-0200,MPMKVV-2024-010,23YVHGB5075L1ZK,41.44,False,2024-04-15 14:00:00,192.168.231.20
BID-0201,MPMKVV-2024-010,23BFSNZ2564Q1ZL,46.46,False,2024-04-15 01:00:00,192.168.254.74
BID-0202,MPMKVV-2024-010,23QMMWM8109E1Z5,41.55,False,2024-04-15 08:00:00,192.168.118.4
BID-0203,PHED-2024-009,23YVHGB5075L1ZK,32.18,False,2024-09-16 07:00:00,192.168.221.82
BID-0204,PHED-2024-009,23EFJSN9420U1Z2,28.55,False,2024-09-15 02:00:00,192.168.31.119
BID-0205,PHED-2024-009,23DCSTR3394M1Z4,30.28,False,2024-09-15 16:00:00,192.168.43.25
BID-0206,PHED-2024-009,23KOXQG2959I1ZQ,32.15,False,2024-09-16 16:00:00,192.168.243.221
BID-0207,PHED-2024-009,23ZREBD1411C1Z8,26.49,False,2024-09-16 17:00:00,192.168.128.191
BID-0208,MPRDC-2024-009,23YBDQO6210O1Z2,130.8,False,2024-09-04 07:00:00,192.168.36.78
BID-0209,MPRDC-2024-009,23EGTIG7637T1ZO,110.86,False,2024-09-04 23:00:00,192.168.76.62
BID-0210,MPRDC-2024-009,23HBGGU8028G1ZG,127.1,False,2024-09-02 20:00:00,192.168.204.144
BID-0211,MPRDC-2024-009,23QUMJP6517U1ZW,130.6,False,2024-09-04 04:00:00,192.168.74.18
BID-0212,MPRDC-2024-009,23VRUXB6225P1ZR,128.97,False,2024-09-03 12:00:00,192.168.31.135
BID-0213,MPMKVV-2024-011,23GUXRO5458O1ZD,96.97,False,2024-06-19 04:00:00,192.168.224.163
BID-0214,MPMKVV-2024-011,23ZCWJE7990W1ZP,109.65,False,2024-06-21 20:00:00,192.168.12.250
BID-0215,MPMKVV-2024-011,23XZVSA8156M1ZF,98.56,False,2024-06-21 01:00:00,192.168.105.240
BID-0216,MPMKVV-2024-011,23QHLPJ9663G1ZA,106.34,False,2024-06-20 16:00:00,192.168.161.148
BID-0217,MPMKVV-2024-011,23JQWVX6607H1ZH,113.04,False,2024-06-20 07:00:00,192.168.248.120
BID-0218,WRD-2024-009,23ODOVR7834Q1ZV,61.8,True,2024-02-13 00:06:00,10.25.142.11
BID-0219,WRD-2024-009,23DPYRC3452D1ZQ,79.12,False,2024-02-13 00:04:00,10.25.142.11
BID-0220,WRD-2024-009,23EDGPB3686O1ZC,79.18,False,2024-02-13 00:01:00,10.25.142.11
BID-0221,WRD-2024-009,23SIJXL7013Y1ZB,80.66,False,2024-02-13 00:08:00,10.25.142.11
BID-0222,PWD-2024-010,23DEURP0041Y1ZO,141.62,True,2024-03-29 00:01:00,10.25.142.11
BID-0223,PWD-2024-010,23JSTCF5248G1Z8,187.04,False,2024-03-29 00:04:00,10.25.142.11
BID-0224,PWD-2024-010,23FLQIL3511U1Z9,179.44,False,2024-03-29 00:08:00,10.25.142.11
BID-0225,PWD-2024-010,23OIZNG5844X1ZI,198.59,False,2024-03-29 00:02:00,10.25.142.11
BID-0226,PWD-2024-010,23KBRSS2056R1ZV,194.34,False,2024-03-29 00:02:00,10.25.142.11
BID-0227,PWD-2024-011,23XZVSA8156M1ZF,87.89,False,2024-07-12 10:00:00,192.168.39.80
BID-0228,PWD-2024-011,23AMMCK0295L1ZV,92.15,False,2024-07-12 23:00:00,192.168.84.49
BID-0229,PWD-2024-011,23KGQEU4218I1ZQ,92.42,False,2024-07-13 08:00:00,192.168.194.146
BID-0230,PWD-2024-011,23IAZIG3511W1ZH,110.27,False,2024-07-13 13:00:00,192.168.86.188
BID-0231,MPMKVV-2024-012,23AAJGN5926R1ZI,133.98,False,2024-12-06 20:00:00,192.168.235.45
BID-0232,MPMKVV-2024-012,23SYUPA3275X1ZS,158.21,False,2024-12-06 13:00:00,192.168.60.205
BID-0233,MPMKVV-2024-012,23ODOVR7834Q1ZV,131.29,False,2024-12-04 10:00:00,192.168.31.167
BID-0234,UADD-2024-008,23MBJFK4731U1ZB,122.52,False,2024-01-28 03:00:00,192.168.41.249
BID-0235,UADD-2024-008,23DLCKE0983N1ZB,103.91,False,2024-01-29 10:00:00,192.168.196.199
BID-0236,UADD-2024-008,23OIZNG5844X1ZI,119.15,False,2024-01-30 08:00:00,192.168.14.13
BID-0237,UADD-2024-008,23YGOHR8806N1ZR,121.83,False,2024-01-30 14:00:00,192.168.178.26
BID-0238,MPMKVV-2024-013,23YOMST4756B1ZO,111.25,True,2024-07-15 00:02:00,10.25.142.11
BID-0239,MPMKVV-2024-013,23THSTJ9483A1Z9,159.37,False,2024-07-15 00:05:00,10.25.142.11
BID-0240,MPMKVV-2024-013,23VDMQA0851M1ZD,151.38,False,2024-07-15 00:09:00,10.25.142.11
BID-0241,MPMKVV-2024-013,23CUXZG6197G1ZG,156.98,False,2024-07-15 00:07:00,10.25.142.11
BID-0242,MPMKVV-2024-013,23NSTJD3153G1ZN,160.88,False,2024-07-15 00:02:00,10.25.142.11
BID-0243,PWD-2024-012,23MMYJV9490E1ZA,129.78,False,2024-05-05 22:00:00,192.168.12.23
